UserID,Date,Steps,Calories,Heart Rate,Exercise Session,Exercise Time (in Min)
3,2025-08-19,11261,2758,89,0,0
3,2025-08-27,4845,2477,75,1,52
3,2025-09-22,14773,2181,56,1,57
3,2025-06-26,12302,3181,151,0,0
3,2025-03-07,5875,3051,136,1,74
3,2025-11-16,11442,2471,66,1,32
3,2025-04-04,6027,2087,116,1,51
3,2025-11-15,3111,2334,104,0,0
3,2025-08-10,10319,3343,89,1,58
3,2025-09-15,12543,3280,128,0,0
3,2025-01-29,7285,3138,101,0,0
3,2025-03-05,4017,3167,70,1,59
3,2025-12-30,5616,2630,142,1,35
3,2025-03-20,13464,2404,102,0,0
3,2025-06-05,6590,2073,116,0,0
3,2025-03-26,10454,3331,132,1,73
3,2025-03-24,14500,2924,115,0,0
3,2025-06-15,7054,3193,151,0,0
3,2025-04-26,11609,2714,122,1,29
3,2025-12-09,12243,2029,62,0,0
3,2025-10-19,12383,2899,74,0,0
3,2025-05-26,8375,2865,111,0,0
3,2025-02-10,14145,2220,146,1,31
3,2025-05-09,11361,2712,158,0,0
3,2025-04-11,10429,2070,120,1,78
3,2025-05-21,12239,1918,126,1,59
3,2025-11-03,14850,1844,105,1,20
3,2025-10-17,6570,2984,64,0,0
3,2025-10-01,9941,2505,144,0,0
3,2025-02-17,11866,1923,63,1,24
3,2025-11-05,7703,2637,78,0,0
3,2025-03-28,13510,3293,137,1,67
3,2025-10-18,9266,2718,103,1,30
3,2025-03-29,14185,3155,124,0,0
3,2025-06-22,13707,2512,70,0,0
3,2025-01-22,11802,2604,122,0,0
3,2025-01-15,14925,2256,55,0,0
3,2025-02-11,7888,2748,141,1,88
3,2025-01-24,9214,3486,84,0,0
3,2025-05-16,10546,2508,74,1,44
3,2025-04-18,14878,3367,69,0,0
3,2025-08-02,13816,2658,133,0,0
3,2025-01-16,6943,2222,63,0,0
3,2025-09-12,12731,1868,112,0,0
3,2025-12-05,7009,3316,60,1,76
3,2025-06-04,6839,2905,82,0,0
3,2025-09-05,5295,2831,92,0,0
3,2025-05-06,14985,2979,95,1,50
3,2025-07-27,7944,2093,139,0,0
3,2025-03-18,9775,2415,90,0,0
3,2025-04-27,12121,3011,149,0,0
3,2025-01-19,13256,3190,109,1,26
3,2025-10-28,8642,3117,140,1,87
3,2025-09-19,8222,3226,108,1,39
3,2025-12-07,7913,2570,78,1,50
3,2025-04-23,6692,2415,145,0,0
3,2025-04-17,10586,1918,126,1,73
3,2025-05-04,12130,2885,72,1,51
3,2025-04-29,7177,2216,97,0,0
4,2025-08-19,5937,2019,67,0,0
4,2025-07-09,6948,2193,134,1,65
4,2025-02-17,7379,3428,105,0,0
4,2025-10-02,9112,2631,113,0,0
4,2025-04-08,14423,2262,93,0,0
4,2025-01-27,13710,3130,152,0,0
4,2025-05-18,4531,2630,103,1,90
4,2025-07-13,10798,1914,136,0,0
4,2025-12-11,14515,2150,65,1,75
4,2025-11-06,13566,3406,97,0,0
4,2025-11-05,11653,1887,84,0,0
4,2025-01-21,14342,2960,115,1,25
4,2025-02-07,4218,3201,90,0,0
4,2025-04-07,5938,2444,57,0,0
4,2025-10-28,12617,2095,151,1,29
4,2025-12-10,7903,2132,127,0,0
4,2025-10-14,12284,2596,141,1,69
4,2025-04-22,5292,3418,143,0,0
4,2025-09-03,11204,3326,99,0,0
4,2025-04-17,4600,2695,84,0,0
4,2025-06-20,8580,3039,153,1,61
4,2025-06-05,3485,3098,89,1,82
4,2025-01-08,6737,2528,125,1,75
4,2025-04-19,6043,3192,129,1,30
4,2025-12-27,13135,2404,157,0,0
4,2025-03-02,14683,1950,65,1,39
4,2025-12-13,9225,3257,155,0,0
4,2025-05-05,9383,2448,101,0,0
4,2025-12-22,4499,1810,94,1,66
4,2025-04-15,7419,2009,71,0,0
4,2025-07-23,6070,2682,112,1,33
4,2025-05-03,3430,1983,100,0,0
4,2025-10-10,12780,3024,155,1,69
4,2025-06-14,3202,2397,107,1,30
4,2025-05-25,14875,2945,86,0,0
4,2025-07-14,14228,2579,76,0,0
4,2025-08-27,7405,2416,89,1,38
4,2025-10-01,4036,2142,110,1,73
4,2025-07-03,7911,2791,155,0,0
4,2025-06-07,8916,2315,86,1,45
4,2025-05-14,10501,2019,72,1,20
4,2025-07-04,9483,2480,134,1,62
4,2025-09-20,10212,2485,110,0,0
4,2025-09-12,7922,2456,132,0,0
4,2025-11-25,10848,2443,77,1,60
4,2025-02-20,7775,3305,143,1,51
4,2025-08-29,8339,2570,90,1,66
4,2025-06-13,4865,2954,80,0,0
4,2025-12-02,14169,3372,125,0,0
4,2025-12-30,14914,2745,145,0,0
4,2025-06-10,10183,3433,92,0,0
4,2025-07-31,9703,3178,118,0,0
4,2025-01-24,13376,2420,85,1,39
4,2025-10-16,14718,2666,156,1,29
4,2025-04-24,10357,3024,116,1,88
4,2025-03-16,11300,3216,108,0,0
4,2025-01-09,8890,3236,158,0,0
4,2025-11-21,4791,3374,86,1,41
4,2025-10-11,13600,3054,60,1,62
4,2025-10-27,10052,2016,56,0,0
4,2025-10-24,7239,2254,120,0,0
4,2025-08-02,10303,2566,105,1,84
4,2025-06-01,5469,2506,58,1,33
4,2025-03-20,7840,2651,65,0,0
4,2025-04-11,14962,2090,99,1,63
4,2025-06-18,10460,3406,81,1,64
4,2025-04-28,10801,1999,111,1,60
4,2025-11-26,4100,2414,60,0,0
4,2025-10-19,3370,2502,137,0,0
4,2025-05-06,14094,3438,76,0,0
4,2025-09-13,11454,2157,125,0,0
4,2025-10-09,8422,2946,109,1,49
4,2025-06-22,9636,3089,78,0,0
4,2025-05-12,13493,3146,110,1,23
4,2025-09-08,13061,2204,112,1,69
4,2025-09-09,3072,3243,82,0,0
4,2025-08-24,7560,3340,145,0,0
4,2025-03-28,12459,2008,157,0,0
4,2025-06-30,8993,2467,80,1,34
4,2025-10-15,7298,3173,117,1,69
4,2025-03-13,13015,2603,130,0,0
4,2025-10-07,8700,2520,113,0,0
4,2025-10-18,14036,3245,157,1,30
4,2025-04-05,14011,2074,95,0,0
4,2025-10-05,6908,2425,69,0,0
4,2025-01-31,9116,3220,73,1,73
4,2025-09-26,12771,2082,128,1,74
4,2025-01-18,6043,2796,136,0,0
4,2025-02-08,12091,2141,117,1,37
4,2025-01-25,6065,2444,112,0,0
4,2025-01-04,8882,1819,117,0,0
4,2025-11-10,6196,3469,104,1,72
4,2025-03-12,14218,2807,108,1,82
4,2025-04-29,5740,1969,127,0,0
4,2025-02-04,6613,2398,59,1,48
4,2025-03-19,11808,2391,76,1,83
4,2025-01-05,12006,2846,69,0,0
4,2025-12-14,7389,3387,124,1,89
4,2025-09-16,3681,3356,147,1,89
4,2025-08-22,6580,2670,68,0,0
4,2025-07-11,7877,1866,112,1,64
4,2025-11-03,4425,2699,70,0,0
4,2025-09-05,6438,3460,149,1,74
4,2025-09-07,5719,3061,72,0,0
4,2025-12-21,6390,3449,62,1,88
4,2025-12-28,7605,3022,123,0,0
4,2025-07-30,8302,3241,92,1,54
4,2025-01-07,11428,3191,159,0,0
4,2025-09-18,5221,3336,155,1,27
4,2025-05-21,7543,3143,71,0,0
4,2025-12-25,7090,2099,146,1,51
4,2025-11-29,14079,2604,117,0,0
4,2025-03-15,12460,3095,89,1,68
4,2025-10-06,10405,1954,136,0,0
4,2025-05-09,9600,2855,150,1,67
4,2025-07-28,10449,2799,96,0,0
4,2025-06-28,4526,3296,113,1,28
4,2025-10-20,11756,2614,82,1,47
4,2025-04-21,11105,2349,96,1,63
4,2025-07-26,11967,2983,71,1,63
5,2025-12-16,10717,3377,64,0,0
5,2025-01-25,12623,1938,56,1,47
5,2025-01-24,3652,1923,156,1,84
5,2025-02-20,7693,3087,146,1,74
5,2025-11-17,14498,2623,65,0,0
5,2025-08-24,7546,1971,94,0,0
5,2025-01-09,11377,2216,158,0,0
5,2025-03-05,11788,2469,105,0,0
5,2025-03-22,8081,3230,110,0,0
5,2025-08-14,3948,2300,66,1,34
5,2025-08-22,10428,3053,132,0,0
5,2025-01-01,8067,3164,149,0,0
5,2025-08-08,4956,1825,145,0,0
5,2025-04-14,14493,1823,75,1,64
5,2025-03-09,11568,2859,155,1,41
5,2025-11-29,9092,2059,150,1,35
5,2025-06-04,3480,2486,158,1,54
5,2025-03-23,11582,1930,88,0,0
5,2025-05-21,11128,2732,120,1,27
5,2025-02-17,11185,2960,76,1,40
5,2025-12-02,7179,3383,68,0,0
5,2025-07-04,6742,3317,120,0,0
5,2025-05-09,3721,1825,86,0,0
5,2025-02-12,10729,2545,104,0,0
5,2025-07-10,5932,1872,125,1,48
5,2025-12-31,8272,2308,108,1,54
5,2025-03-26,4276,2970,102,0,0
5,2025-01-27,11225,3178,61,0,0
5,2025-07-22,6656,3447,121,0,0
5,2025-12-27,9568,1941,114,1,59
5,2025-06-06,8362,1976,125,1,21
5,2025-04-30,9044,2210,92,1,51
5,2025-12-19,10600,2554,130,1,45
5,2025-02-16,15000,2919,152,0,0
5,2025-02-18,5466,1813,107,0,0
5,2025-12-20,6817,2909,99,0,0
5,2025-04-20,8488,1802,152,1,59
5,2025-09-02,4703,2220,122,0,0
5,2025-02-09,9878,2807,62,0,0
5,2025-12-17,14659,2373,66,0,0
5,2025-10-31,6792,2864,107,1,78
5,2025-04-26,4391,2989,67,0,0
5,2025-09-23,13440,3479,105,0,0
5,2025-08-16,12697,2962,62,1,36
5,2025-01-05,6879,2397,88,1,70
5,2025-12-11,14480,3306,96,1,77
5,2025-06-25,7455,2278,64,0,0
5,2025-03-03,5230,3397,153,0,0
5,2025-08-05,5546,2016,76,1,79
5,2025-11-22,8145,2632,70,1,46
5,2025-11-24,10404,2431,114,1,35
5,2025-02-06,4481,2122,158,1,25
5,2025-04-28,6522,2471,73,0,0
5,2025-07-16,14651,2308,100,1,85
5,2025-02-15,3802,3186,93,1,42
5,2025-02-22,3509,2628,112,0,0
5,2025-11-06,4551,2746,68,0,0
5,2025-06-10,4989,1824,62,0,0
5,2025-07-08,5141,2205,160,1,67
5,2025-06-03,14244,3090,137,0,0
5,2025-03-12,12540,3000,88,0,0
5,2025-07-15,3357,1932,80,1,36
5,2025-03-10,4506,3498,158,1,35
5,2025-03-15,3699,2744,61,0,0
5,2025-02-05,12402,2687,160,1,83
5,2025-09-29,3483,2583,142,1,42
5,2025-10-16,8799,2239,78,1,55
5,2025-11-16,10307,2104,59,0,0
5,2025-12-05,13605,2404,118,1,90
5,2025-12-22,10848,1924,66,1,69
5,2025-06-29,5248,2658,80,0,0
5,2025-11-25,13334,3442,124,0,0
5,2025-03-19,9266,3401,146,1,81
5,2025-07-30,11921,3400,117,1,84
5,2025-08-15,8269,2595,89,0,0
5,2025-04-22,3427,2453,131,0,0
5,2025-02-14,3480,3460,154,1,27
5,2025-02-21,10728,2884,100,0,0
5,2025-03-13,5615,2005,86,0,0
5,2025-12-24,7366,2892,159,0,0
5,2025-11-08,6594,2979,157,1,65
5,2025-10-22,5846,2160,85,1,65
5,2025-12-06,12692,1857,145,1,38
5,2025-06-11,12225,2185,158,1,89
5,2025-10-14,8063,2159,117,0,0
5,2025-05-07,4478,1915,84,0,0
5,2025-05-22,3326,2878,116,0,0
5,2025-02-13,8435,3057,80,0,0
5,2025-05-08,8582,3268,77,1,27
5,2025-05-26,3359,2102,130,0,0
5,2025-01-14,4817,2877,101,0,0
5,2025-12-15,9120,3242,139,1,32
5,2025-04-16,8514,2418,96,0,0
5,2025-11-19,5580,3299,110,1,60
5,2025-09-18,5854,3248,126,1,48
5,2025-04-07,13904,3006,159,0,0
5,2025-07-20,9199,2428,148,1,36
5,2025-06-01,5911,3292,55,1,24
5,2025-01-28,5983,3033,95,0,0
5,2025-05-03,13479,2958,68,1,38
5,2025-09-11,8425,3326,64,0,0
5,2025-07-17,8682,2454,76,0,0
5,2025-02-27,14615,3172,136,1,77
5,2025-05-04,3186,2343,81,0,0
5,2025-09-13,14356,1938,99,1,33
5,2025-11-10,14803,1802,61,1,76
5,2025-01-07,9875,2140,107,1,68
5,2025-12-10,8754,2918,103,0,0
5,2025-06-12,10855,3415,128,0,0
5,2025-11-12,5664,2724,64,0,0
5,2025-04-10,7831,1841,95,1,33
5,2025-08-09,4215,2500,76,1,40
5,2025-08-03,14992,1953,125,0,0
5,2025-10-03,8536,3016,133,1,23
5,2025-04-18,10066,3138,76,1,40
5,2025-04-04,3877,2007,97,0,0
5,2025-05-20,6112,2638,144,1,56
5,2025-06-24,7872,2286,67,0,0
5,2025-10-26,9437,2970,125,1,39
5,2025-11-21,3893,2538,55,1,31
6,2025-05-31,8431,3214,85,0,0
6,2025-12-05,10785,2350,102,0,0
6,2025-11-17,8535,3474,156,1,59
6,2025-11-04,7593,2806,144,0,0
6,2025-09-03,6734,2075,93,1,61
6,2025-04-13,7414,3292,108,0,0
6,2025-02-19,6079,2704,82,1,82
6,2025-01-14,11462,2565,160,0,0
6,2025-04-16,11442,3420,75,0,0
6,2025-03-29,8097,3253,119,1,37
6,2025-11-23,11589,2964,58,0,0
6,2025-05-30,6158,2211,62,0,0
6,2025-02-11,3541,2734,61,1,45
6,2025-08-31,7488,2554,160,1,84
6,2025-03-01,9503,3101,70,0,0
6,2025-06-07,6963,2562,117,1,42
6,2025-07-23,10775,3001,125,1,64
6,2025-08-30,5679,2329,150,0,0
6,2025-09-08,7670,1856,104,0,0
6,2025-12-30,5669,2971,154,0,0
6,2025-05-16,6626,3125,83,0,0
6,2025-02-16,7408,3134,107,0,0
6,2025-11-25,14177,1818,115,0,0
6,2025-10-06,13606,2154,131,0,0
6,2025-07-18,6666,2316,132,1,55
6,2025-04-05,9943,2571,99,1,52
6,2025-07-09,6575,2755,93,1,33
6,2025-07-15,3120,2847,139,1,56
6,2025-12-12,7890,3201,68,1,28
6,2025-04-06,8509,2366,136,1,55
6,2025-08-17,7278,3143,146,1,44
6,2025-01-23,5456,2859,152,0,0
6,2025-05-15,3930,3449,157,1,60
6,2025-08-14,14153,2086,147,0,0
6,2025-08-27,13738,2818,92,1,73
6,2025-11-29,9628,2595,149,0,0
6,2025-04-26,12552,3250,128,0,0
6,2025-05-18,8622,3287,146,0,0
6,2025-10-16,14244,2894,136,1,65
6,2025-02-01,11311,2414,76,0,0
6,2025-03-19,7813,1999,115,0,0
6,2025-12-25,7237,3285,158,0,0
6,2025-02-13,14136,2487,138,0,0
6,2025-06-26,6641,2527,83,1,73
6,2025-10-05,8428,2561,88,1,79
6,2025-07-31,4929,2763,61,0,0
6,2025-10-29,10736,2198,119,0,0
6,2025-04-27,14152,2581,122,1,72
6,2025-10-11,3885,2108,72,0,0
6,2025-11-22,8614,2638,127,1,38
6,2025-12-07,8183,3265,78,0,0
6,2025-09-25,10988,2481,135,0,0
6,2025-08-03,8134,3099,62,0,0
6,2025-10-02,10406,2360,81,0,0
6,2025-09-01,12441,3365,75,1,31
6,2025-10-21,5120,3058,110,1,71
6,2025-05-01,10029,2777,104,0,0
6,2025-11-07,3618,2893,80,1,21
6,2025-06-03,8279,3350,122,0,0
6,2025-02-10,3293,3185,55,0,0
6,2025-07-22,6707,3220,99,1,36
6,2025-01-18,4682,2585,119,1,41
